买家会员名,宝贝ID,推荐指数
tb7046003_2012,540520509637,1.3659090909090907
tb7046003_2012,548998614714,1.3204826296106833
tb70777228,544016559367,2.689061154177433
tb70777228,39539028043,2.441955590183093
tb70777228,549378588703,1.8851928813470928
tb70777228,541254875522,1.6739926739926738
tb70777228,42577833473,1.5309593023255814
tb70777228,531877266868,1.4669320676446702
tb70777228,544768785584,1.240307486631016
tb70777228,36058620932,1.1705426356589146
tb70777228,531145857565,1.1172667904774907
tb70777228,45404080098,1.0823134666328578
tb7113623_99,537396783238,2.61295361691901
tb7113623_99,549882564050,2.242914979757085
tb7113623_99,39539028043,2.125946390767571
tb7113623_99,36286235128,2.09709160897412
tb7113623_99,539677826038,1.5879884605297667
tb7113623_99,35798985871,1.5766917293233085
tb7113623_99,550715341924,1.3878418329637843
tb7113623_99,40400203213,1.3308823529411764
tb7113623_99,527419046969,1.302723116676605
tb7113623_99,536083448292,1.2898717381689517
tb7156472_2012,39539028043,3.441955590183093
tb7156472_2012,549882564050,2.242914979757085
tb7156472_2012,544768785584,2.240307486631016
tb7156472_2012,544115759872,1.770036581310276
tb7156472_2012,549736062191,1.7683870967741937
tb7156472_2012,527475911875,1.6862745098039216
tb7156472_2012,545957998521,1.6550802139037433
tb7156472_2012,545538490326,1.599101709649377
tb7156472_2012,35877393642,1.4674987136991633
tb7156472_2012,544100858313,1.4468690702087286
tb71648586,544115759872,2.012231566564516
tb71648586,36286235128,1.9855072270605199
tb71648586,549378588703,1.9589690245030051
tb71648586,36353085367,1.6406677079265912
tb71648586,35753244214,1.6231733882657524
tb71648586,544768785584,1.5405892759934676
tb71648586,539677826038,1.5088659672665283
tb71648586,541254875522,1.4965034965034965
tb71648586,546243180299,1.4877793741922716
tb71648586,35877393642,1.434435073185306
tb7234315_2013,537396783238,2.6119470020211097
tb7234315_2013,549378588703,1.7565880721220528
tb7234315_2013,36353085367,1.614443931702815
tb7234315_2013,35798985871,1.4936387763977546
tb7234315_2013,35753244214,1.4732142857142858
tb7234315_2013,529338111966,1.4686411149825784
tb7234315_2013,531877266868,1.439617211608474
tb7234315_2013,528153854399,1.411764705882353
tb7234315_2013,528705813655,1.2402597402597404
tb7234315_2013,545957998521,1.1468994581577363
tb72455272,39539028043,2.399704171849262
tb72455272,536083448292,1.3109243697478992
tb72455272,546243180299,1.142733101790008
tb72455272,545959606207,1.0515436241610738
tb72455272,545538490326,1.0488992458581228
tb72455272,547389639874,1.0232558139534884
tb72455272,35798891586,1.0210526315789474
tb72455272,540522690300,1.0166747512388814
tb72455272,547380519834,1.0147058823529411
tb72455272,542939108885,1.0112359550561798
tb728604_00,544115759872,2.1163863266413454
tb728604_00,35753244214,1.582236842105263
tb728604_00,539677826038,1.5721561969439728
tb728604_00,35722000205,1.5123839009287925
tb728604_00,35877393642,1.3918466686948585
tb728604_00,520310825412,1.3463497453310695
tb728604_00,527419046969,1.2323436797121006
tb728604_00,36058620932,1.2280701754385963
tb728604_00,540407272609,1.1631932179441893
tb728604_00,531846025844,1.161817587446878
tb73878537,549736062191,3.005714285714286
tb73878537,549378588703,2.756588072122053
tb73878537,537396783238,2.629168396291684
tb73878537,529338111966,2.4686411149825784
tb73878537,39539028043,2.419371801717463
tb73878537,35798985871,2.3909774436090228
tb73878537,528705813655,2.24025974025974
tb73878537,36286235128,2.1538744821236766
tb73878537,528109847799,2.033513903936439
tb73878537,521926312352,1.968101814113884
tb74725878,39539028043,3.1723302659406554
tb74725878,546243180299,2.5809820944112856
tb74725878,537180206236,2.505623242736645
tb74725878,36353085367,2.438248992621278
tb74725878,547572252871,1.8010777881911901
tb74725878,522609190751,1.7916838487972508
tb74725878,543719829706,1.7783505154639174
tb74725878,538658337414,1.7783505154639174
tb74725878,35753244214,1.582236842105263
tb74725878,539677826038,1.5721561969439728
tb75081803,545602185334,1.0820495066643587
tb75081803,546827381933,1.0417381360777587
tb75081803,538494418449,1.0108350457687278
tb75081803,36416065395,1.006132075471698
tb75081803,522078457232,0.9811320754716981
tb75081803,549744152016,0.9811320754716981
tb75081803,544099790786,0.9811320754716981
tb75081803,37276995387,0.9811320754716981
tb75081803,544106282196,0.0
tb75081803,544100858313,0.0
tb7531967_88,39539028043,2.399704171849262
tb7531967_88,544115759872,2.1163863266413454
tb7531967_88,549736062191,2.0057142857142862
tb7531967_88,36286235128,1.9078463683610092
tb7531967_88,549378588703,1.7565880721220528
tb7531967_88,42577833473,1.632682479030609
tb7531967_88,539677826038,1.5721561969439728
tb7531967_88,35753244214,1.518115981566324
tb7531967_88,35722000205,1.5123839009287925
tb7531967_88,541254875522,1.4965034965034965
tb757357439,544115759872,3.1163863266413454
tb757357439,35753244214,2.582236842105263
tb757357439,39539028043,2.441955590183093
tb757357439,527419046969,2.2323436797121006
tb757357439,36058620932,2.2280701754385963
tb757357439,549736062191,2.1723809523809523
tb757357439,540407272609,2.1631932179441895
tb757357439,531846025844,2.161817587446878
tb757357439,521926312352,2.048582995951417
tb757357439,539677826038,2.034299528530111
tb75797902,537396783238,4.464342292690071
tb75797902,544768785584,3.6830274317519214
tb75797902,527419046969,3.1626797239042137
tb75797902,531846025844,3.0921536316389906
tb75797902,45404080098,3.0667395529640427
tb75797902,528109847799,3.017561149208174
tb75797902,545912368452,2.8695173307418207
tb75797902,35722423659,2.868551147166941
tb75797902,39375321605,2.8599566072276086
tb75797902,538494418449,2.8547758565944052
tb76558000,549736062191,1.9049013128631835
tb76558000,35798985871,1.5946248600223965
tb76558000,550715341924,1.4193017127799736
tb76558000,531846025844,1.2564424474692744
tb76558000,527475911875,1.2459505541346974
tb76558000,545538490326,1.2061104706005659
tb76558000,530449665002,1.1513313110886416
tb76558000,37941111428,1.115189516697196
tb76558000,545516801138,1.1010033444816054
tb76558000,521926312352,1.0958751393534
tb767714534,544016559367,2.035048082630205
tb767714534,544115359956,1.8300595238095236
tb767714534,537396783238,1.702644518416494
tb767714534,540520509637,1.207511737089202
tb767714534,545959606207,1.1771428571428573
tb767714534,540407272609,1.1255992329817834
tb767714534,44928090920,1.1248770065502798
tb767714534,545516801138,0.9664860960635611
tb767714534,545602185334,0.9084291682818626
tb767714534,543616473590,0.8971428571428572
tb7791934_2011,537396783238,2.61295361691901
tb7791934_2011,39539028043,2.441955590183093
tb7791934_2011,544115359956,2.2296918767507004
tb7791934_2011,36286235128,1.982438850791826
tb7791934_2011,538585695146,1.9281045751633987
tb7791934_2011,541254875522,1.4965034965034965
tb7791934_2011,539677826038,1.487961410904597
tb7791934_2011,550715341924,1.3878418329637843
tb7791934_2011,548547222435,1.367420814479638
tb7791934_2011,540662291619,1.329070758738278
tb78516714,550905064205,1.0377358490566038
tb78516714,543661881179,1.0
tb78516714,544016559367,0.0
tb78516714,544106286825,0.0
tb78516714,544106282196,0.0
tb78516714,544100858313,0.0
tb78516714,544099790786,0.0
tb78516714,544066720474,0.0
tb78516714,544017279596,0.0
tb78516714,543889179481,0.0
tb79082422,35722000205,1.4586726998491704
tb79082422,520310825412,1.2926385442514474
tb79082422,527475911875,1.144947209653092
tb79082422,528109847799,1.033513903936439
tb79082422,521926312352,0.9948717948717947
tb79082422,536009750573,0.9334626158155568
tb79082422,537318544352,0.8998491704374056
tb79082422,549765831606,0.8989966555183946
tb79082422,35721027449,0.891025641025641
tb79082422,35722423659,0.8845039018952061
tb79509045,541254875522,1.4965034965034965
tb79509045,545974803385,0.937799043062201
tb79509045,530449665002,0.9365750528541226
tb79509045,541592740476,0.8083538083538084
tb79509045,45123664231,0.8072727272727274
tb79509045,42711696783,0.7779056386651324
tb79509045,547790825984,0.7272727272727273
tb79509045,35721027449,0.0
tb79509045,544099790786,0.0
tb79509045,544106282196,0.0
tb80640265,544115759872,2.1163863266413454
tb80640265,36286235128,1.9078463683610092
tb80640265,35753244214,1.582236842105263
tb80640265,539677826038,1.5721561969439728
tb80640265,35722000205,1.5123839009287925
tb80640265,537180206236,1.4601919819311124
tb80640265,35877393642,1.3918466686948585
tb80640265,520310825412,1.3463497453310695
tb80640265,531877266868,1.2983642808363955
tb80640265,536083448292,1.2699407631905222
tb8070640_88,537396783238,2.6080194063926943
tb8070640_88,549882564050,2.237980769230769
tb8070640_88,540662291619,1.5919384057971016
tb8070640_88,546275765548,1.52875
tb8070640_88,545939669017,1.2628676470588236
tb8070640_88,539410602755,1.1225961538461537
tb8070640_88,546273141690,1.0798611111111112
tb8070640_88,545602185334,1.0696674311926606
tb8070640_88,541592740476,1.0498310810810811
tb8070640_88,545566976422,1.0223214285714286
tb81613610,39539028043,2.83795316447054
tb81613610,546243180299,1.5809820944112858
tb81613610,537180206236,1.5056232427366447
tb81613610,531877266868,1.439617211608474
tb81613610,36353085367,1.4382489926212778
tb81613610,545940561990,1.25
tb81613610,545957998521,1.1468994581577363
tb81613610,540407272609,1.1426285612693898
tb81613610,521019257989,1.1337875700458482
tb81613610,546273141690,1.1111111111111112
tb8161517_2012,544115759872,4.16204683552946
tb8161517_2012,35722000205,3.5580444098169073
tb8161517_2012,550715341924,3.417670078266105
tb8161517_2012,545974803385,3.150923666782851
tb8161517_2012,546243180299,3.142733101790008
tb8161517_2012,42711696783,2.9910302623857823
tb8161517_2012,550905064205,2.978133200049981
tb8161517_2012,522609190751,2.953730684326711
tb8161517_2012,547792011631,2.9403973509933774
tb8161517_2012,550977477078,2.619750112590526
tb817177_99,35722000205,1.4586726998491704
tb817177_99,520310825412,1.2926385442514474
tb817177_99,527475911875,1.144947209653092
tb817177_99,528109847799,1.033513903936439
tb817177_99,521926312352,0.9948717948717947
tb817177_99,536009750573,0.9334626158155568
tb817177_99,537318544352,0.8998491704374056
tb817177_99,549765831606,0.8989966555183946
tb817177_99,35721027449,0.891025641025641
tb817177_99,35722423659,0.8845039018952061
tb8220859_2012,36286235128,1.9078463683610092
tb8220859_2012,537180206236,1.4601919819311124
tb8220859_2012,531877266868,1.2983642808363955
tb8220859_2012,521019257989,0.9925346392737697
tb8220859_2012,539410602755,0.8867654085045389
tb8220859_2012,530710879153,0.7699562916954221
tb8220859_2012,531379484499,0.768633540372671
tb8220859_2012,36416065395,0.757919254658385
tb8220859_2012,45105421124,0.7329192546583851
tb8220859_2012,543618945546,0.7329192546583851
tb8222037_2012,549736062191,2.0661538461538465
tb8222037_2012,538585695146,1.8104575163398693
tb8222037_2012,544768785584,1.7041083916083917
tb8222037_2012,35798985871,1.5936352509179927
tb8222037_2012,529338111966,1.5290806754221389
tb8222037_2012,520310825412,1.2926385442514474
tb8222037_2012,531846025844,1.2554528383648706
tb8222037_2012,540662291619,1.2114236999147485
tb8222037_2012,546243180299,1.1252122241086586
tb8222037_2012,37941111428,1.1141999075927922
tb82464833,39539028043,3.0215406675764256
tb82464833,537396783238,2.6188894827719396
tb82464833,549736062191,2.105714285714286
tb82464833,549378588703,1.920240875015362
tb82464833,544768785584,1.743668831168831
tb82464833,35753244214,1.6625
tb82464833,36353085367,1.6348984771573605
tb82464833,528153854399,1.3867647058823531
tb82464833,548998614714,1.3489152193907914
tb82464833,527475911875,1.278921568627451
tb83149383,36286235128,2.1517333753877006
tb83149383,549736062191,2.0057142857142862
tb83149383,549378588703,1.7565880721220528
tb83149383,42577833473,1.6863425925925928
tb83149383,36353085367,1.5992924165512998
tb83149383,546275765548,1.4993939393939395
tb83149383,35798985871,1.4961893204609023
tb83149383,35753244214,1.4732142857142858
tb83149383,529338111966,1.4686411149825784
tb83149383,527419046969,1.302723116676605
tb839221920,39539028043,3.0089697376142173
tb839221920,36286235128,2.165918104693615
tb839221920,549378588703,1.9399277740365808
tb839221920,544115759872,1.9107251147881834
tb839221920,539677826038,1.6657914478619655
tb839221920,36353085367,1.5992924165512998
tb839221920,546275765548,1.4993939393939395
tb839221920,541254875522,1.4965034965034965
tb839221920,546243180299,1.4917072091994692
tb839221920,540520509637,1.4
tb84915002,39539028043,2.9704404362963803
tb84915002,549736062191,2.8866666666666667
tb84915002,544016559367,2.689061154177433
tb84915002,546243180299,2.142733101790008
tb84915002,549378588703,1.8644661839279733
tb84915002,36267739775,1.7079889807162536
tb84915002,543670894727,1.6666666666666667
tb84915002,42577833473,1.5309593023255814
tb84915002,546275765548,1.4993939393939395
tb84915002,537396783238,1.4643422926900702
tb8507540_88,36286235128,6.53565770730993
tb8507540_88,42577833473,6.054480593607305
tb8507540_88,36414345451,5.394821502698215
tb8507540_88,543694756340,5.392988658123435
tb8507540_88,550997388851,5.360730593607306
tb8507540_88,544017279596,5.360730593607306
tb8507540_88,548547222435,4.085397674098374
tb8507540_88,42240451814,3.241112130197277
tb8507540_88,545939669017,2.897759207292334
tb8507540_88,545602185334,2.8304446152323743
tb859803_77,539677826038,1.5879884605297667
tb859803_77,550715341924,1.3878418329637843
tb859803_77,520310825412,1.3621820089168635
tb859803_77,521019257989,1.1701844903064416
tb859803_77,36266985550,1.015832263585794
tb859803_77,547794157516,1.0148635842186644
tb859803_77,545979147913,0.9772357723577236
tb859803_77,42711696783,0.9612020170834621
tb859803_77,547751184046,0.9581881533101047
tb859803_77,545912368452,0.9550135501355015
tb8773176_2011,544115759872,2.1163863266413454
tb8773176_2011,36286235128,1.9078463683610092
tb8773176_2011,35753244214,1.582236842105263
tb8773176_2011,539677826038,1.5808086737836742
tb8773176_2011,35722000205,1.5123839009287925
tb8773176_2011,541254875522,1.4965034965034965
tb8773176_2011,537180206236,1.4601919819311124
tb8773176_2011,35877393642,1.3918466686948585
tb8773176_2011,550715341924,1.3878418329637843
tb8773176_2011,520310825412,1.3540348376061626
tb88411114,36286235128,2.163181158322649
tb88411114,538585695146,2.1213047910295617
tb88411114,546243180299,1.7017141477547078
tb88411114,537180206236,1.6263552960800667
tb88411114,35798985871,1.605263157894737
tb88411114,42577833473,1.5894555214723927
tb88411114,35722000205,1.4586726998491704
tb88411114,550715341924,1.3729782487451199
tb88411114,520310825412,1.3218269299764909
tb88411114,528153854399,1.3108472746896924
tb892677848,540662291619,1.507398932112891
tb892677848,35877393642,1.381320352905385
tb892677848,520310825412,1.335823429541596
tb892677848,527419046969,1.221817363922627
tb892677848,547794157516,0.988505004843397
tb892677848,540662535716,0.9342105263157896
tb892677848,35721027449,0.9342105263157896
tb892677848,43104145123,0.9242105263157896
tb892677848,530812936284,0.9105263157894739
tb892677848,550659732532,0.898703279938978
tb89438632,35722000205,1.4586726998491704
tb89438632,520310825412,1.2926385442514474
tb89438632,527475911875,1.144947209653092
tb89438632,528109847799,1.033513903936439
tb89438632,521926312352,0.9948717948717947
tb89438632,536009750573,0.9334626158155568
tb89438632,537318544352,0.8998491704374056
tb89438632,549765831606,0.8989966555183946
tb89438632,35721027449,0.891025641025641
tb89438632,35722423659,0.8845039018952061
tb89747807,39539028043,3.0089697376142173
tb89747807,544115759872,2.1163863266413454
tb89747807,549378588703,1.920240875015362
tb89747807,35753244214,1.582236842105263
tb89747807,539677826038,1.5721561969439728
tb89747807,35722000205,1.5123839009287925
tb89747807,35877393642,1.3918466686948585
tb89747807,520310825412,1.3463497453310695
tb89747807,527419046969,1.2323436797121006
tb89747807,36058620932,1.2280701754385963
tb90438431,39539028043,3.0596026490066226
tb90438431,544016559367,2.1581018518518515
tb90438431,537396783238,1.9455194063926942
tb90438431,544115359956,1.8300595238095236
tb90438431,35722000205,1.4586726998491704
tb90438431,520310825412,1.3769142687561053
tb90438431,545959606207,1.2961904761904763
tb90438431,530449665002,1.2093023255813953
tb90438431,527475911875,1.144947209653092
tb90438431,542199076372,1.1181880730019977
tb9081609_2012,39539028043,3.83795316447054
tb9081609_2012,537396783238,2.6392694063926943
tb9081609_2012,546243180299,2.5809820944112856
tb9081609_2012,537180206236,2.505623242736645
tb9081609_2012,36353085367,2.438248992621278
tb9081609_2012,544115359956,2.2296918767507004
tb9081609_2012,527475911875,2.082272084091368
tb9081609_2012,538585695146,1.9281045751633987
tb9081609_2012,549736062191,1.886666666666667
tb9081609_2012,544100858313,1.8428666444961754
tb914238_2012,545940561990,1.25
tb914238_2012,539410602755,1.1538461538461537
tb914238_2012,545602185334,1.1009174311926606
tb914238_2012,537318544352,1.0588235294117647
tb914238_2012,545566976422,1.0535714285714286
tb914238_2012,540524795725,1.0
tb914238_2012,543719829706,1.0
tb914238_2012,44242610103,1.0
tb914238_2012,42768874029,1.0
tb914238_2012,543665285542,1.0
tb9152510_66,549882564050,2.7037857430527588
tb9152510_66,36286235128,2.163816002591513
tb9152510_66,544115759872,1.9177279159086316
tb9152510_66,537180206236,1.7272727272727273
tb9152510_66,42577833473,1.6863425925925928
tb9152510_66,35798985871,1.6002969375684843
tb9152510_66,42646163798,1.5973456714964083
tb9152510_66,540662291619,1.5890974967061924
tb9152510_66,522151739462,1.4821740214410373
tb9152510_66,546928423058,1.4615820008490166
tb9248557_2012,537396783238,4.464342292690071
tb9248557_2012,544768785584,3.6830274317519214
tb9248557_2012,531846025844,3.0921536316389906
tb9248557_2012,45404080098,3.0667395529640427
tb9248557_2012,528109847799,3.017561149208174
tb9248557_2012,545912368452,2.8695173307418207
tb9248557_2012,35722423659,2.868551147166941
tb9248557_2012,538494418449,2.8547758565944052
tb9248557_2012,35798891586,2.8461255178763234
tb9248557_2012,42240451814,2.835173896398386
tb9357598_2012,545959606207,1.1771428571428573
tb9357598_2012,540407272609,1.1255992329817834
tb9357598_2012,543616473590,0.8971428571428572
tb9357598_2012,550659732532,0.8716356107660457
tb9357598_2012,541012296041,0.8571428571428572
tb9357598_2012,533790993106,0.8571428571428572
tb9357598_2012,529389246092,0.8571428571428572
tb9357598_2012,541592384250,0.8571428571428572
tb9357598_2012,546826767033,0.8571428571428572
tb9357598_2012,552007245556,0.8571428571428572
tb9368344,544115759872,2.1163863266413454
tb9368344,35753244214,1.582236842105263
tb9368344,539677826038,1.5721561969439728
tb9368344,35722000205,1.5123839009287925
tb9368344,35877393642,1.3918466686948585
tb9368344,520310825412,1.3463497453310695
tb9368344,36058620932,1.2586486396766032
tb9368344,527419046969,1.2323436797121006
tb9368344,521019257989,1.1744462455773357
tb9368344,540407272609,1.1631932179441893
tb95124_88,538585695146,2.1213047910295617
tb95124_88,546243180299,1.7017141477547078
tb95124_88,537180206236,1.6263552960800667
tb95124_88,528153854399,1.3108472746896924
tb95124_88,548998614714,1.2753201925697155
tb95124_88,529055709096,1.2562254259501966
tb95124_88,545940561990,1.1490825688073394
tb95124_88,528109847799,1.0915708317181374
tb95124_88,539410602755,1.0529287226534931
tb95124_88,529100790989,0.984796854521625
tb9520184,544016559367,2.761648872247544
tb9520184,549882564050,2.4513072203454733
tb9520184,538585695146,2.2222222222222223
tb9520184,549378588703,1.8080830887333483
tb9520184,529338111966,1.6829268292682926
tb9520184,45404080098,1.6762216404886563
tb9520184,35753244214,1.6452825011044487
tb9520184,544768785584,1.5405892759934676
tb9520184,42577833473,1.5309593023255814
tb9520184,546243180299,1.4852663094862906
tb9618877,544016559367,2.1581018518518515
tb9618877,544115359956,1.8300595238095236
tb9618877,537396783238,1.702644518416494
tb9618877,539677826038,1.4178039702233252
tb9618877,540407272609,1.0088409912235416
tb9618877,546275765548,0.86625
tb9618877,36266985550,0.8456477732793524
tb9618877,45123664231,0.8203846153846155
tb9618877,550715341924,0.7835227272727272
tb9618877,36267739775,0.7817069294342023
tb96549288,544016559367,2.8518518518518516
tb96549288,536083448292,1.2996884146917194
tb96549288,42646163798,1.1627906976744187
tb96549288,546243180299,1.1252122241086586
tb96549288,521826021046,1.1
tb96549288,540407272609,1.0517076073660199
tb96549288,39375321605,1.0236477658740528
tb96549288,539522491801,1.0140805006400226
tb96549288,547389639874,1.0120198588973086
tb96549288,35798891586,1.0098166765227676
tb978586_2011,537396783238,2.3140996738938573
tb978586_2011,549882564050,2.242914979757085
tb978586_2011,544016559367,2.1581018518518515
tb978586_2011,544115759872,2.1163863266413454
tb978586_2011,36286235128,1.982438850791826
tb978586_2011,544115359956,1.8300595238095236
tb978586_2011,35798985871,1.5946248600223965
tb978586_2011,35753244214,1.582236842105263
tb978586_2011,539677826038,1.5721561969439728
tb978586_2011,35722000205,1.5123839009287925
tb994239464,36286235128,2.53565770730993
tb994239464,42577833473,2.054480593607306
tb994239464,548547222435,2.0222690551457676
tb994239464,546275765548,1.9207305936073058
tb994239464,545939669017,1.6548482406661293
tb994239464,545602185334,1.4616480247999664
tb994239464,528153854399,1.411764705882353
tb994239464,36414345451,1.394821502698215
tb994239464,543694756340,1.3929886581234348
tb994239464,42240451814,1.370831603708316
tb_1429682,544016559367,6.3280423280423275
tb_1429682,549378588703,5.447064262598243
tb_1429682,42577833473,5.169940476190476
tb_1429682,545939669017,4.7703081232493005
tb_1429682,545538490326,4.692939244663382
tb_1429682,42646163798,4.638981173864895
tb_1429682,546273141690,4.587301587301588
tb_1429682,543812646033,4.535014005602241
tb_1429682,544017279596,4.476190476190476
tb_1429682,551675713112,4.476190476190476
tb_1626487,36286235128,2.165918104693615
tb_1626487,549736062191,2.1620289855072468
tb_1626487,549378588703,1.9589690245030051
tb_1626487,529338111966,1.6829268292682926
tb_1626487,544768785584,1.5408909553010743
tb_1626487,531877266868,1.3237783595113437
tb_1626487,546275765548,1.3183333333333334
tb_1626487,545940561990,1.25
tb_1626487,545959606207,1.1823853211009174
tb_1626487,529339155756,1.1583333333333332
tb_3600992,39539028043,2.83795316447054
tb_3600992,546243180299,1.5809820944112858
tb_3600992,537180206236,1.5056232427366447
tb_3600992,36353085367,1.4382489926212778
tb_3600992,527475911875,1.0822720840913684
tb_3600992,544100858313,0.8428666444961754
tb_3600992,547572252871,0.8010777881911901
tb_3600992,522609190751,0.7916838487972508
tb_3600992,538658337414,0.7783505154639174
tb_3600992,543719829706,0.7783505154639174
tb_4772148,36286235128,1.982438850791826
tb_4772148,540520509637,1.207511737089202
tb_4772148,44928090920,1.1248770065502798
tb_4772148,45404080098,1.0491784037558687
tb_4772148,545516801138,0.9664860960635611
tb_4772148,545602185334,0.9084291682818626
tb_4772148,544100858313,0.87202786612146
tb_4772148,546827381933,0.8681177976952625
tb_4772148,36414345451,0.8416026461801112
tb_4772148,530812936284,0.8338275265628863
tb_5092989,522078297513,5.423434856175972
tb_5092989,551675713112,5.340101522842639
tb_5092989,36421128017,5.340101522842639
tb_5092989,39539028043,4.719890604118495
tb_5092989,36286235128,3.9078463683610094
tb_5092989,36351422002,3.8650421344608916
tb_5092989,35721723963,3.5586742122453354
tb_5092989,537180206236,3.4601919819311124
tb_5092989,541851060973,3.376083236324014
tb_5092989,521019257989,2.99253463927377
tb_510366,39539028043,3.0089697376142173
tb_510366,549736062191,2.1723809523809523
tb_510366,544115759872,2.1571333555038246
tb_510366,549378588703,1.9452658048847862
tb_510366,544768785584,1.7934384164222874
tb_510366,541254875522,1.7047146401985112
tb_510366,42577833473,1.5894555214723927
tb_510366,539677826038,1.5879884605297667
tb_510366,35722000205,1.5531309297912714
tb_510366,531877266868,1.5384179991509834
tb_5812083,39539028043,2.599386327767905
tb_5812083,537396783238,2.413264703127131
tb_5812083,544016559367,2.1581018518518515
tb_5812083,544115759872,2.1163863266413454
tb_5812083,549882564050,2.080188746550118
tb_5812083,549736062191,2.0057142857142862
tb_5812083,544115359956,1.8300595238095236
tb_5812083,549378588703,1.7565880721220528
tb_5812083,35753244214,1.586120686869453
tb_5812083,539677826038,1.5808086737836742
tb_5894333,35753244214,1.6682692307692308
tb_5894333,36353085367,1.63842199369414
tb_5894333,35877393642,1.4778790573588263
tb_5894333,540520509637,1.3746835443037975
tb_5894333,527419046969,1.3183760683760684
tb_5894333,536083448292,1.29169360051713
tb_5894333,45404080098,1.1732905982905983
tb_5894333,545538490326,1.148372700096838
tb_5894333,522078297513,1.0580168776371308
tb_5894333,546827381933,1.035289604909858
tb_5922729,39539028043,2.399704171849262
tb_5922729,549736062191,2.1723809523809523
tb_5922729,537396783238,1.4643422926900702
tb_5922729,35722333869,1.1952380952380952
tb_5922729,546243180299,1.142733101790008
tb_5922729,542199076372,1.1333333333333333
tb_5922729,521826021046,1.1
tb_5922729,544066720474,1.0666666666666667
tb_5922729,540407272609,1.0517076073660199
tb_5922729,548130516925,1.0476190476190477
tb_6505099,543616473590,0.7091176470588236
tb_6505099,550659732532,0.6836104006820121
tb_6505099,536125595091,0.6765250544662309
tb_6505099,551053390911,0.6691176470588236
tb_6505099,546783957758,0.6691176470588236
tb_6505099,544106282196,0.6691176470588236
tb_6505099,547790825984,0.6691176470588236
tb_6505099,40415550893,0.6691176470588236
tb_6505099,537219457175,0.6691176470588236
tb_6505099,550367550663,0.6691176470588236
tb_7664584,36286235128,12.53565770730993
tb_7664584,42577833473,12.054480593607305
tb_7664584,548547222435,12.022269055145767
tb_7664584,546275765548,11.920730593607306
tb_7664584,545939669017,11.65484824066613
tb_7664584,545602185334,11.461648024799967
tb_7664584,36414345451,11.394821502698214
tb_7664584,543694756340,11.392988658123436
tb_7664584,535612234886,11.38805299797889
tb_7664584,530812936284,11.38704638308099
tb_7831768,35722000205,1.4586726998491704
tb_7831768,520310825412,1.2926385442514474
tb_7831768,527475911875,1.144947209653092
tb_7831768,528109847799,1.033513903936439
tb_7831768,521926312352,0.9948717948717947
tb_7831768,536009750573,0.9334626158155568
tb_7831768,537318544352,0.8998491704374056
tb_7831768,549765831606,0.8989966555183946
tb_7831768,35721027449,0.891025641025641
tb_7831768,35722423659,0.8845039018952061
tb_8142414,39539028043,3.046269315673289
tb_8142414,544115759872,2.208316151202749
tb_8142414,36286235128,2.1538744821236766
tb_8142414,35753244214,1.6875
tb_8142414,529338111966,1.6695934959349592
tb_8142414,539677826038,1.5033484496649012
tb_8142414,528705813655,1.4545454545454546
tb_8142414,527475911875,1.2905882352941176
tb_8142414,536083448292,1.2898717381689517
tb_8142414,546104970758,1.123030303030303
tb_9077846,549882564050,2.7037857430527588
tb_9077846,544016559367,2.1581018518518515
tb_9077846,537396783238,1.9455194063926942
tb_9077846,544115359956,1.8300595238095236
tb_9077846,45404080098,1.6762216404886563
tb_9077846,37941111428,1.560382788391526
tb_9077846,522151739462,1.4821740214410373
tb_9077846,546928423058,1.4615820008490166
tb_9077846,36500131840,1.4586513593641584
tb_9077846,522191965500,1.4345549738219896
tb_9114112,537396783238,3.46434229269007
tb_9114112,544768785584,2.6830274317519214
tb_9114112,528109847799,2.017561149208174
tb_9114112,544115759872,1.9107251147881834
tb_9114112,538494418449,1.8547758565944057
tb_9114112,538535227251,1.845072886297376
tb_9114112,42240451814,1.8351738963983861
tb_9114112,527419046969,1.8173639745788108
tb_9114112,531846025844,1.7422275737213497
tb_9114112,35753244214,1.6682692307692308
tb_9351616,533204346200,1.0757894736842104
tb_9351616,529100790989,1.0457142857142856
tb_9351616,541592740476,1.041081081081081
tb_9351616,545566976422,1.0135714285714286
tb_9351616,537252200486,0.9838095238095237
tb_9351616,536125595091,0.9674074074074073
tb_9351616,35721027449,0.0
tb_9351616,544106282196,0.0
tb_9351616,544100858313,0.0
tb_9351616,544099790786,0.0
tb_9370061,39539028043,2.399704171849262
tb_9370061,549882564050,1.7037857430527588
tb_9370061,546243180299,1.142733101790008
tb_9370061,548547222435,1.1015384615384616
tb_9370061,45404080098,0.6762216404886563
tb_9370061,540522690300,0.6066666666666667
tb_9370061,42646163798,0.5973456714964083
tb_9370061,37941111428,0.560382788391526
tb_9370061,522151739462,0.48217402144103727
tb_9370061,543616473590,0.48
tb_9379828,549736062191,2.1620289855072468
tb_9379828,538585695146,2.1213047910295617
tb_9379828,544115759872,1.9107251147881834
tb_9379828,544768785584,1.7999835309617918
tb_9379828,548547222435,1.6615384615384616
tb_9379828,537180206236,1.6263552960800667
tb_9379828,546243180299,1.593345678978031
tb_9379828,42577833473,1.382825630252101
tb_9379828,40400203213,1.3308823529411764
tb_9379828,528153854399,1.3108472746896924
tb_9407268,544115759872,3.9107251147881836
